video_id,views,likes,estimated_payment_usd,bonus_usd,total_earning_usd
VID1177,2801293,277942,7003.23,500,7503.23
VID1178,4300598,190898,10751.49,500,11251.49
VID1179,4048743,91412,10121.86,500,10621.86
VID1180,490026,12710,1225.07,100,1325.07
VID1181,1664857,119773,4162.14,500,4662.14
VID1182,4272930,137122,10682.33,500,11182.33
VID1183,243462,11417,608.65,100,708.65
VID1184,2850789,146741,7126.97,500,7626.97
VID1185,645797,49497,1614.49,200,1814.49
VID1186,621427,48943,1553.57,200,1753.57
VID1187,3098638,152782,7746.59,500,8246.59
VID1188,492003,4025,1230.01,0,1230.01
VID1189,4959923,35522,12399.81,200,12599.81
VID1190,672044,1375,1680.11,0,1680.11
VID1191,956012,49539,2390.03,200,2590.03
VID1192,3594556,274366,8986.39,500,9486.39
VID1193,3967941,335163,9919.85,500,10419.85
VID1194,1925525,157000,4813.81,500,5313.81
VID1195,1983990,16829,4959.98,100,5059.98
VID1196,3099773,271925,7749.43,500,8249.43
VID1197,4524671,215459,11311.68,500,11811.68
VID1198,2718650,55421,6796.62,500,7296.62
VID1199,2747185,16401,6867.96,100,6967.96
VID1200,2034688,134774,5086.72,500,5586.72
VID1201,897916,33,2244.79,0,2244.79
VID1202,3589749,174765,8974.37,500,9474.37
VID1203,2059784,193772,5149.46,500,5649.46
VID1204,1926353,91991,4815.88,500,5315.88
VID1205,3002624,127031,7506.56,500,8006.56
VID1206,460070,13876,1150.17,100,1250.17
VID1207,266072,8870,665.18,0,665.18
VID1208,1232289,40532,3080.72,200,3280.72
VID1209,3239430,11375,8098.57,100,8198.58
VID1210,4755731,432723,11889.33,500,12389.33
VID1211,4918584,136611,12296.46,500,12796.46
VID1212,1395380,122819,3488.45,500,3988.45
VID1213,1491325,16968,3728.31,100,3828.31
VID1214,1838297,65225,4595.74,500,5095.74
VID1215,1673346,101294,4183.36,500,4683.36
VID1216,833971,12955,2084.93,100,2184.93
VID1217,2366357,144198,5915.89,500,6415.89
VID1218,3473770,169765,8684.42,500,9184.42
VID1219,3449522,244445,8623.81,500,9123.81
VID1220,2285490,190271,5713.72,500,6213.72
VID1221,4167277,261414,10418.19,500,10918.19
VID1222,1310226,79594,3275.57,500,3775.57
VID1223,3648776,47625,9121.94,200,9321.94
VID1224,3963703,206206,9909.26,500,10409.26
VID1225,1940515,151163,4851.29,500,5351.29
VID1226,3963259,265121,9908.15,500,10408.15
VID1227,3094626,160058,7736.57,500,8236.57
VID1228,4480003,111629,11200.01,500,11700.01
VID1229,1217231,88258,3043.08,500,3543.08
VID1230,4482391,253666,11205.98,500,11705.98
VID1231,2686409,237312,6716.02,500,7216.02
VID1232,3929730,330533,9824.33,500,10324.33
VID1233,4322665,320624,10806.66,500,11306.66
VID1234,4967563,168533,12418.91,500,12918.91
VID1235,3376634,151042,8441.58,500,8941.58
VID1236,2255527,137335,5638.82,500,6138.82
VID1237,4245917,89817,10614.79,500,11114.79
VID1238,2775499,190930,6938.75,500,7438.75
VID1239,506226,43200,1265.57,200,1465.57
VID1240,2063762,87731,5159.41,500,5659.41
VID1241,3623546,104508,9058.86,500,9558.86
VID1242,1047702,88974,2619.26,500,3119.26
VID1243,3088904,138431,7722.26,500,8222.26
VID1244,4116984,167364,10292.46,500,10792.46
VID1245,4301599,407494,10754.0,500,11254.0
VID1246,4294445,354628,10736.11,500,11236.11
VID1247,2874434,123841,7186.09,500,7686.09
VID1248,1329055,50765,3322.64,500,3822.64
VID1249,3214510,139902,8036.28,500,8536.28
VID1250,3455883,124840,8639.71,500,9139.71
VID1251,1990849,94716,4977.12,500,5477.12
VID1252,3535293,294008,8838.23,500,9338.23
VID1253,890631,54494,2226.58,500,2726.58
VID1254,1663648,114001,4159.12,500,4659.12
VID1255,2799214,175547,6998.03,500,7498.03
VID1256,1999715,120359,4999.29,500,5499.29
VID1257,4190077,345174,10475.19,500,10975.19
VID1258,1020961,16150,2552.4,100,2652.4
VID1259,3537504,123468,8843.76,500,9343.76
VID1260,3432463,134415,8581.16,500,9081.16
VID1261,3405423,162101,8513.56,500,9013.56
VID1262,570880,14269,1427.2,100,1527.2
VID1263,2707861,257692,6769.65,500,7269.65
VID1264,4279351,398977,10698.38,500,11198.38
VID1265,2160760,132079,5401.9,500,5901.9
VID1266,1997510,159744,4993.77,500,5493.77
VID1267,3500762,246709,8751.91,500,9251.91
VID1268,1008923,32125,2522.31,200,2722.31
VID1269,4863430,137488,12158.58,500,12658.58
VID1270,4874545,280548,12186.36,500,12686.36
VID1271,3436535,258437,8591.34,500,9091.34
VID1272,108482,3833,271.2,0,271.2
VID1273,860128,19238,2150.32,100,2250.32
VID1274,1355168,78172,3387.92,500,3887.92
VID1275,4364853,271324,10912.13,500,11412.13
VID1276,3395045,125129,8487.61,500,8987.61
VID1277,1148264,74819,2870.66,500,3370.66
VID1278,1161988,37387,2904.97,200,3104.97
VID1279,4605400,322619,11513.5,500,12013.5
VID1280,1805430,47486,4513.57,200,4713.57
VID1281,4970618,107076,12426.55,500,12926.55
VID1282,473350,20769,1183.38,200,1383.38
VID1283,4290650,63521,10726.62,500,11226.62
VID1284,4651635,365973,11629.09,500,12129.09
VID1285,2919988,267833,7299.97,500,7799.97
VID1286,3727697,325121,9319.24,500,9819.24
VID1287,1379361,53018,3448.4,500,3948.4
VID1288,1352839,28054,3382.1,200,3582.1
VID1289,104034,7670,260.09,0,260.09
VID1290,2145273,69913,5363.18,500,5863.18
VID1291,2255127,53783,5637.82,500,6137.82
VID1292,2359708,72011,5899.27,500,6399.27
VID1293,4173426,303261,10433.57,500,10933.57
VID1294,1115690,41112,2789.23,200,2989.23
VID1295,3916260,3129,9790.65,0,9790.65
VID1296,203130,8863,507.82,0,507.82
VID1297,4210143,44575,10525.36,200,10725.36
VID1298,1277068,31251,3192.67,200,3392.67
VID1299,334524,16580,836.31,100,936.31
VID1300,2873582,5480,7183.95,0,7183.95
VID1301,1461698,3139,3654.25,0,3654.25
VID1302,4670862,12566,11677.16,100,11777.16
VID1303,4378975,94572,10947.44,500,11447.44
VID1304,2278585,78432,5696.46,500,6196.46
VID1305,751419,63017,1878.55,500,2378.55
VID1306,3841779,50483,9604.45,500,10104.45
VID1307,4033130,42654,10082.83,200,10282.83
VID1308,4760986,198696,11902.47,500,12402.47
VID1309,4350722,245777,10876.81,500,11376.81
VID1310,1613772,62581,4034.43,500,4534.43
VID1311,962778,63910,2406.95,500,2906.95
VID1312,2320338,69283,5800.85,500,6300.85
VID1313,2026711,177626,5066.78,500,5566.78
VID1314,1174651,3843,2936.63,0,2936.63
VID1315,3727491,138600,9318.73,500,9818.73
VID1316,2368702,61082,5921.76,500,6421.76
VID1317,1125180,1526,2812.95,0,2812.95
VID1318,1666625,27459,4166.56,200,4366.56
VID1319,2462955,145745,6157.39,500,6657.39
VID1320,104966,9330,262.41,0,262.41
VID1321,2061725,50841,5154.31,500,5654.31
VID1322,4015117,53441,10037.79,500,10537.79
VID1323,1953651,7668,4884.13,0,4884.13
VID1324,1092753,12040,2731.88,100,2831.88
VID1325,1231686,85900,3079.21,500,3579.21
VID1326,2937480,247524,7343.7,500,7843.7
VID1327,811141,5109,2027.85,0,2027.85
VID1328,4470626,368056,11176.57,500,11676.57
VID1329,348616,25391,871.54,200,1071.54
VID1330,3231087,151781,8077.72,500,8577.72
VID1331,1223807,103801,3059.52,500,3559.52
VID1332,4729528,315967,11823.82,500,12323.82
VID1333,1791571,132073,4478.93,500,4978.93
VID1334,655315,27637,1638.29,200,1838.29
VID1335,4570326,98665,11425.82,500,11925.82
VID1336,1997442,41659,4993.6,200,5193.6
VID1337,2685409,91781,6713.52,500,7213.52
VID1338,2453823,230370,6134.56,500,6634.56
VID1339,2845662,140460,7114.15,500,7614.15
VID1340,3673391,26621,9183.48,200,9383.48
VID1341,1082532,24492,2706.33,200,2906.33
VID1342,3049568,268970,7623.92,500,8123.92
VID1343,290155,19628,725.39,100,825.39
VID1344,4543120,446141,11357.8,500,11857.8
VID1345,4506009,211191,11265.02,500,11765.02
VID1346,4464846,136764,11162.11,500,11662.11
VID1347,4713686,341790,11784.22,500,12284.22
VID1348,4697232,464649,11743.08,500,12243.08
VID1349,2618197,82237,6545.49,500,7045.49
VID1350,1888387,182076,4720.97,500,5220.97
VID1351,2582109,200524,6455.27,500,6955.27
VID1352,205073,5787,512.68,0,512.68
VID1353,1188326,31193,2970.82,200,3170.82
VID1354,4077161,93873,10192.9,500,10692.9
VID1355,853744,79790,2134.36,500,2634.36
VID1356,748445,28804,1871.11,200,2071.11
VID1357,2266333,92758,5665.83,500,6165.83
VID1358,2367216,117599,5918.04,500,6418.04
VID1359,1644946,20598,4112.36,200,4312.36
VID1360,3777552,273898,9443.88,500,9943.88
VID1361,1534665,74232,3836.66,500,4336.66
VID1362,1646034,32577,4115.09,200,4315.09
VID1363,4666317,200942,11665.79,500,12165.79
VID1364,2468080,143799,6170.2,500,6670.2
VID1365,1613647,101012,4034.12,500,4534.12
VID1366,2932676,122418,7331.69,500,7831.69
VID1367,4612975,169495,11532.44,500,12032.44
VID1368,2986007,125261,7465.02,500,7965.02
VID1369,3798894,138194,9497.23,500,9997.23
VID1370,4729505,458221,11823.76,500,12323.76
VID1371,1273117,43964,3182.79,200,3382.79
VID1372,4215923,85954,10539.81,500,11039.81
VID1373,4942411,458425,12356.03,500,12856.03
VID1374,4668466,323418,11671.17,500,12171.17
VID1375,1675963,134151,4189.91,500,4689.91
VID1376,473936,34613,1184.84,200,1384.84
VID1377,663610,42822,1659.03,200,1859.03
VID1378,3478348,182307,8695.87,500,9195.87
VID1379,3292367,280801,8230.92,500,8730.92
VID1380,1460972,54022,3652.43,500,4152.43
VID1381,2619207,234286,6548.02,500,7048.02
VID1382,2007682,179173,5019.2,500,5519.2
VID1383,1890188,8123,4725.47,0,4725.47
VID1384,4274389,296434,10685.97,500,11185.97
VID1385,3632086,344172,9080.22,500,9580.22
VID1386,3243345,31356,8108.36,200,8308.36
VID1387,3312086,115311,8280.22,500,8780.22
VID1388,1994428,31916,4986.07,200,5186.07
VID1389,1094259,29951,2735.65,200,2935.65
VID1390,1501444,27754,3753.61,200,3953.61
VID1391,4223752,130891,10559.38,500,11059.38
VID1392,2472448,31908,6181.12,200,6381.12
VID1393,2472391,42410,6180.98,200,6380.98
VID1394,4650421,55955,11626.05,500,12126.05
VID1395,419871,17823,1049.68,100,1149.68
VID1396,195378,10487,488.44,100,588.44
VID1397,4907629,426347,12269.07,500,12769.07
VID1398,1375047,121451,3437.62,500,3937.62
VID1399,2557596,62127,6393.99,500,6893.99
VID1400,2611652,128139,6529.13,500,7029.13
VID1401,1373633,94542,3434.08,500,3934.08
VID1402,277187,2909,692.97,0,692.97
VID1403,3484677,72295,8711.69,500,9211.69
VID1404,3045291,90430,7613.23,500,8113.23
VID1405,2072835,132977,5182.09,500,5682.09
VID1406,3508523,201353,8771.31,500,9271.31
VID1407,1671254,74001,4178.14,500,4678.14
VID1408,1082041,97618,2705.1,500,3205.1
VID1409,34611,569,86.53,0,86.53
VID1410,3817394,283640,9543.48,500,10043.48
VID1411,345977,5822,864.94,0,864.94
VID1412,3110675,151765,7776.69,500,8276.69
VID1413,2268390,41652,5670.97,200,5870.97
VID1414,1068821,20130,2672.05,200,2872.05
VID1415,813707,41249,2034.27,200,2234.27
VID1416,1428902,6449,3572.26,0,3572.26
VID1417,1571554,129059,3928.89,500,4428.89
VID1418,249788,17062,624.47,100,724.47
VID1419,1943580,59701,4858.95,500,5358.95
VID1420,3400793,192948,8501.98,500,9001.98
VID1421,2660350,68662,6650.88,500,7150.88
VID1422,2816419,252770,7041.05,500,7541.05
VID1423,455614,30320,1139.03,200,1339.03
VID1424,4115255,96174,10288.14,500,10788.14
VID1425,2797378,185977,6993.45,500,7493.45
VID1426,153225,8550,383.06,0,383.06
VID1427,2260450,35467,5651.12,200,5851.12
VID1428,3735877,212338,9339.69,500,9839.69
VID1429,4982406,400247,12456.01,500,12956.01
VID1430,156764,9101,391.91,0,391.91
VID1431,1587753,88258,3969.38,500,4469.38
VID1432,3482268,216960,8705.67,500,9205.67
VID1433,584554,45675,1461.38,200,1661.38
VID1434,1623292,50395,4058.23,500,4558.23
VID1435,426848,27893,1067.12,200,1267.12
VID1436,1157364,67224,2893.41,500,3393.41
VID1437,1736972,126175,4342.43,500,4842.43
VID1438,272845,26101,682.11,200,882.11
VID1439,1356286,101789,3390.72,500,3890.72
VID1440,183067,470,457.67,0,457.67
VID1441,4978644,237586,12446.61,500,12946.61
VID1442,3284145,95144,8210.36,500,8710.36
VID1443,4813688,426083,12034.22,500,12534.22
VID1444,1972364,91854,4930.91,500,5430.91
VID1445,2448602,26738,6121.5,200,6321.5
VID1446,2174885,166682,5437.21,500,5937.21
VID1447,4021351,373635,10053.38,500,10553.38
VID1448,3423753,35338,8559.38,200,8759.38
VID1449,3291217,287512,8228.04,500,8728.04
VID1450,1915926,132608,4789.81,500,5289.81
VID1451,1921079,191617,4802.7,500,5302.7
VID1452,180005,6947,450.01,0,450.01
VID1453,4717331,179864,11793.33,500,12293.33
VID1454,143290,7217,358.22,0,358.22
VID1455,3391018,225010,8477.55,500,8977.55
VID1456,36966,174,92.42,0,92.42
VID1457,4738990,410775,11847.47,500,12347.47
VID1458,1518169,71747,3795.42,500,4295.42
VID1459,1876821,76402,4692.05,500,5192.05
VID1460,3190262,212281,7975.66,500,8475.66
VID1461,3562245,102154,8905.61,500,9405.61
VID1462,1339751,44410,3349.38,200,3549.38
VID1463,722982,14949,1807.45,100,1907.45
VID1464,110800,6394,277.0,0,277.0
VID1465,2438996,147125,6097.49,500,6597.49
VID1466,2221608,68587,5554.02,500,6054.02
VID1467,859063,62211,2147.66,500,2647.66
VID1468,4459940,106336,11149.85,500,11649.85
VID1469,1553543,127005,3883.86,500,4383.86
VID1470,2826756,8918,7066.89,0,7066.89
VID1471,379923,18411,949.81,100,1049.81
VID1472,2002161,160644,5005.4,500,5505.4
VID1473,3039131,29254,7597.83,200,7797.83
VID1474,4151903,236051,10379.76,500,10879.76
VID1475,3323014,11506,8307.53,100,8407.53
VID1476,1083148,22398,2707.87,200,2907.87
VID1477,477311,31566,1193.28,200,1393.28
VID1478,3272287,165100,8180.72,500,8680.72
VID1479,4037815,227014,10094.54,500,10594.54
VID1480,2682572,162408,6706.43,500,7206.43
VID1481,4528520,377755,11321.3,500,11821.3
VID1482,3171759,150386,7929.4,500,8429.4
VID1483,3977257,290527,9943.14,500,10443.14
VID1484,93279,6972,233.2,0,233.2
VID1485,4598434,44155,11496.09,200,11696.09
VID1486,4741714,465738,11854.28,500,12354.28
VID1487,940914,21259,2352.28,200,2552.28
VID1488,3835291,174648,9588.23,500,10088.23
VID1489,1073313,48515,2683.28,200,2883.28
VID1490,4879509,307915,12198.77,500,12698.77
VID1491,1636656,127763,4091.64,500,4591.64
VID1492,4037156,368820,10092.89,500,10592.89
VID1493,3762286,164625,9405.72,500,9905.72
VID1494,3297510,213172,8243.78,500,8743.78
VID1495,3091098,268188,7727.74,500,8227.74
VID1496,880307,38610,2200.77,200,2400.77
VID1497,752942,63497,1882.36,500,2382.36
VID1498,745696,39467,1864.24,200,2064.24
VID1499,198406,13010,496.01,100,596.01
VID1500,3352538,244891,8381.34,500,8881.34
VID1501,1496183,112044,3740.46,500,4240.46
VID1502,4263575,228669,10658.94,500,11158.94
VID1503,3365969,78781,8414.92,500,8914.92
VID1504,3610300,38620,9025.75,200,9225.75
VID1505,2649794,232581,6624.48,500,7124.48
VID1506,3599292,76782,8998.23,500,9498.23
VID1507,4152522,17825,10381.31,100,10481.31
VID1508,4522102,429913,11305.25,500,11805.25
VID1509,2213842,120990,5534.61,500,6034.61
VID1510,1133579,22705,2833.95,200,3033.95
VID1511,3179823,13737,7949.56,100,8049.56
VID1512,4735971,82879,11839.93,500,12339.93
VID1513,4986087,141094,12465.22,500,12965.22
VID1514,1700333,114750,4250.83,500,4750.83
VID1515,1129729,67141,2824.32,500,3324.32
VID1516,1056406,3338,2641.01,0,2641.01
VID1517,2458165,109765,6145.41,500,6645.41
VID1518,2890064,205917,7225.16,500,7725.16
VID1519,803976,40721,2009.94,200,2209.94
VID1520,3979880,188198,9949.7,500,10449.7
VID1521,4704245,26659,11760.61,200,11960.61
VID1522,432396,31686,1080.99,200,1280.99
VID1523,1967430,119624,4918.57,500,5418.57
VID1524,89180,6194,222.95,0,222.95
VID1525,1279893,98299,3199.73,500,3699.73
VID1526,947235,33198,2368.09,200,2568.09
VID1527,4028039,144304,10070.1,500,10570.1
VID1528,1729837,166806,4324.59,500,4824.59
VID1529,3417690,136628,8544.23,500,9044.23
VID1530,500094,43464,1250.23,200,1450.23
VID1531,3652007,3828,9130.02,0,9130.02
VID1532,420025,41032,1050.06,200,1250.06
VID1533,4859663,423355,12149.16,500,12649.16
VID1534,4524508,368686,11311.27,500,11811.27
VID1535,4255932,397385,10639.83,500,11139.83
VID1536,1771526,166428,4428.82,500,4928.82
VID1537,4092503,322574,10231.26,500,10731.26
VID1538,1337545,110256,3343.86,500,3843.86
VID1539,1680369,28736,4200.92,200,4400.92
VID1540,1676171,135846,4190.43,500,4690.43
VID1541,3169883,71452,7924.71,500,8424.71
VID1542,3300832,27447,8252.08,200,8452.08
VID1543,2787223,203772,6968.06,500,7468.06
VID1544,4381141,329522,10952.85,500,11452.85
VID1545,314749,13404,786.87,100,886.87
VID1546,1994535,1359,4986.34,0,4986.34
VID1547,605654,60167,1514.13,500,2014.13
VID1548,1714765,108542,4286.91,500,4786.91
VID1549,3568470,107822,8921.17,500,9421.17
VID1550,3030649,91241,7576.62,500,8076.62
VID1551,53252,2339,133.13,0,133.13
VID1552,542584,1366,1356.46,0,1356.46
VID1553,2006586,125442,5016.47,500,5516.47
VID1554,2372285,211442,5930.71,500,6430.71
VID1555,2190067,41659,5475.17,200,5675.17
VID1556,3814817,136401,9537.04,500,10037.04
VID1557,787426,64519,1968.57,500,2468.57
VID1558,3335411,201082,8338.53,500,8838.53
VID1559,224325,176,560.81,0,560.81
VID1560,2450203,217709,6125.51,500,6625.51
VID1561,887226,15476,2218.07,100,2318.07
VID1562,4815554,429692,12038.89,500,12538.89
VID1563,319925,28279,799.81,200,999.81
VID1564,22518,83,56.3,0,56.3
VID1565,1117412,81404,2793.53,500,3293.53
VID1566,2033724,197404,5084.31,500,5584.31
VID1567,4373603,203552,10934.01,500,11434.01
VID1568,4131027,49581,10327.57,200,10527.57
VID1569,3903191,321331,9757.98,500,10257.98
VID1570,3185923,34246,7964.81,200,8164.81
VID1571,2857175,177450,7142.94,500,7642.94
VID1572,4651090,330544,11627.73,500,12127.73
VID1573,13897,1009,34.74,0,34.74
VID1574,363122,22097,907.81,200,1107.81
VID1575,4312772,304013,10781.93,500,11281.93
VID1576,2472613,240039,6181.53,500,6681.53
VID1577,1205398,22129,3013.49,200,3213.49
VID1578,4154859,189716,10387.15,500,10887.15
VID1579,3355176,141695,8387.94,500,8887.94
VID1580,2446649,45728,6116.62,200,6316.62
VID1581,4276940,277861,10692.35,500,11192.35
VID1582,1056883,17104,2642.21,100,2742.21
VID1583,611892,41435,1529.73,200,1729.73
VID1584,4260541,380577,10651.35,500,11151.35
VID1585,2020310,34238,5050.77,200,5250.77
VID1586,2822460,66171,7056.15,500,7556.15
VID1587,2616446,100241,6541.11,500,7041.11
VID1588,1323233,53026,3308.08,500,3808.08
VID1589,3726175,148787,9315.44,500,9815.44
VID1590,1259606,93343,3149.01,500,3649.01
VID1591,1894006,153673,4735.02,500,5235.02
VID1592,1603486,60175,4008.72,500,4508.72
VID1593,4297639,33458,10744.1,200,10944.1
VID1594,501926,38346,1254.82,200,1454.82
VID1595,665933,35083,1664.83,200,1864.83
VID1596,1155018,9962,2887.55,0,2887.55
VID1597,2436957,21665,6092.39,200,6292.39
VID1598,3760150,258337,9400.38,500,9900.38
VID1599,108378,5092,270.94,0,270.94
VID1600,586922,21102,1467.31,200,1667.31
VID1601,4281534,266843,10703.83,500,11203.83
VID1602,1478765,89299,3696.91,500,4196.91
VID1603,3903678,164306,9759.19,500,10259.19
VID1604,2754925,15985,6887.31,100,6987.31
VID1605,1881334,186665,4703.34,500,5203.34
VID1606,918747,45736,2296.87,200,2496.87
VID1607,1849474,128971,4623.68,500,5123.68
VID1608,4844384,190937,12110.96,500,12610.96
VID1609,2734838,1358,6837.1,0,6837.1
VID1610,4293167,290392,10732.92,500,11232.92
VID1611,4716428,360953,11791.07,500,12291.07
VID1612,3269827,175936,8174.57,500,8674.57
VID1613,4948233,375164,12370.58,500,12870.58
VID1614,4816812,220465,12042.03,500,12542.03
VID1615,2993065,190649,7482.66,500,7982.66
VID1616,1524977,252,3812.44,0,3812.44
VID1617,3930531,44317,9826.33,200,10026.33
VID1618,4664840,66380,11662.1,500,12162.1
VID1619,2269927,156226,5674.82,500,6174.82
VID1620,3275658,260886,8189.14,500,8689.15
VID1621,1599482,95388,3998.7,500,4498.7
VID1622,1015070,38093,2537.68,200,2737.68
VID1623,2285568,12081,5713.92,100,5813.92
VID1624,1736137,111061,4340.34,500,4840.34
VID1625,4043980,48594,10109.95,200,10309.95
VID1626,404665,20392,1011.66,200,1211.66
VID1627,4921229,121983,12303.07,500,12803.07
VID1628,2996773,205186,7491.93,500,7991.93
VID1629,1310738,45219,3276.85,200,3476.85
VID1630,4964999,267369,12412.5,500,12912.5
VID1631,3837928,202886,9594.82,500,10094.82
VID1632,2411461,148181,6028.65,500,6528.65
VID1633,4118250,112099,10295.62,500,10795.62
VID1634,2829850,115637,7074.62,500,7574.62
VID1635,2572666,95318,6431.67,500,6931.67
VID1636,2016662,67206,5041.65,500,5541.65
VID1637,1631986,26043,4079.97,200,4279.97
VID1638,1803582,31681,4508.95,200,4708.95
VID1639,4305819,125467,10764.55,500,11264.55
VID1640,900499,54414,2251.25,500,2751.25
VID1641,1810364,67126,4525.91,500,5025.91
VID1642,2222273,61554,5555.68,500,6055.68
VID1643,4223979,43747,10559.95,200,10759.95
VID1644,713790,12465,1784.47,100,1884.47
VID1645,1709500,116702,4273.75,500,4773.75
VID1646,1362878,132904,3407.19,500,3907.19
VID1647,786165,64237,1965.41,500,2465.41
VID1648,4706426,226138,11766.07,500,12266.07
VID1649,848849,70306,2122.12,500,2622.12
VID1650,1500640,69706,3751.6,500,4251.6
VID1651,874273,27610,2185.68,200,2385.68
VID1652,542005,32638,1355.01,200,1555.01
VID1653,823945,26001,2059.86,200,2259.86
VID1654,1069947,65583,2674.87,500,3174.87
VID1655,3576541,239957,8941.35,500,9441.35
VID1656,1546212,116561,3865.53,500,4365.53
VID1657,3371114,198311,8427.78,500,8927.78
VID1658,2821553,206208,7053.88,500,7553.88
VID1659,1582500,124908,3956.25,500,4456.25
VID1660,1112749,102777,2781.87,500,3281.87
VID1661,1208948,39725,3022.37,200,3222.37
VID1662,687708,45500,1719.27,200,1919.27
VID1663,1363538,75938,3408.85,500,3908.85
VID1664,4022971,218904,10057.43,500,10557.43
VID1665,3909753,376020,9774.38,500,10274.38
VID1666,2381200,2243,5953.0,0,5953.0
VID1667,4100813,204772,10252.03,500,10752.03
VID1668,3711136,369537,9277.84,500,9777.84
VID1669,2952089,285209,7380.22,500,7880.22
VID1670,4457329,45858,11143.32,200,11343.32
VID1671,149695,10294,374.24,100,474.24
VID1672,3674479,124252,9186.2,500,9686.2
VID1673,1073110,73589,2682.77,500,3182.77
VID1674,4101604,26793,10254.01,200,10454.01
VID1675,4757068,296745,11892.67,500,12392.67
VID1676,1862850,82586,4657.12,500,5157.12
VID1677,4789317,227060,11973.29,500,12473.29
VID1678,2535493,149461,6338.73,500,6838.73
VID1679,833083,66250,2082.71,500,2582.71
VID1680,3754789,293491,9386.97,500,9886.97
VID1681,3134520,303120,7836.3,500,8336.3
VID1682,2667985,12826,6669.96,100,6769.96
VID1683,2483325,21855,6208.31,200,6408.31
VID1684,1408083,63959,3520.21,500,4020.21
VID1685,532962,8344,1332.4,0,1332.4
VID1686,1097798,53360,2744.49,500,3244.49
VID1687,2802057,13037,7005.14,100,7105.14
VID1688,4395837,26839,10989.59,200,11189.59
VID1689,2547181,147639,6367.95,500,6867.95
VID1690,3296459,129428,8241.15,500,8741.15
VID1691,787167,35927,1967.92,200,2167.92
VID1692,4905129,114590,12262.82,500,12762.82
VID1693,3968398,282533,9921.0,500,10421.0
VID1694,400451,34040,1001.13,200,1201.13
VID1695,187053,12417,467.63,100,567.63
VID1696,2799735,15076,6999.34,100,7099.34
VID1697,4389015,296611,10972.54,500,11472.54
VID1698,1186355,43153,2965.89,200,3165.89
VID1699,2820216,280696,7050.54,500,7550.54
VID1700,2097128,100551,5242.82,500,5742.82
VID1701,2387187,206364,5967.97,500,6467.97
VID1702,400981,22840,1002.45,200,1202.45
VID1703,3775555,69517,9438.89,500,9938.89
VID1704,2411568,42050,6028.92,200,6228.92
VID1705,9564,374,23.91,0,23.91
VID1706,2940971,80649,7352.43,500,7852.43
VID1707,644485,57205,1611.21,500,2111.21
VID1708,4051136,113376,10127.84,500,10627.84
VID1709,4685758,69515,11714.4,500,12214.4
VID1710,2540566,12214,6351.41,100,6451.41
VID1711,4345148,357972,10862.87,500,11362.87
VID1712,3983865,327087,9959.66,500,10459.66
VID1713,1766732,100929,4416.83,500,4916.83
VID1714,1896377,122008,4740.94,500,5240.94
VID1715,2677331,18000,6693.33,100,6793.33
VID1716,4684668,223649,11711.67,500,12211.67
VID1717,4483602,436790,11209.0,500,11709.0
VID1718,978311,35099,2445.78,200,2645.78
VID1719,3166865,284381,7917.16,500,8417.16
VID1720,2079634,102180,5199.09,500,5699.09
VID1721,1738470,91503,4346.18,500,4846.18
VID1722,4618805,433053,11547.01,500,12047.01
VID1723,1845873,184402,4614.68,500,5114.68
VID1724,2106433,13309,5266.08,100,5366.08
VID1725,2208705,15009,5521.76,100,5621.76
VID1726,152862,21,382.15,0,382.15
VID1727,3931941,274130,9829.85,500,10329.85
VID1728,2630014,18173,6575.03,100,6675.03
VID1729,3934600,47897,9836.5,200,10036.5
VID1730,2063970,43361,5159.92,200,5359.92
VID1731,2995574,245717,7488.94,500,7988.94
VID1732,612568,12896,1531.42,100,1631.42
VID1733,1060439,45921,2651.1,200,2851.1
VID1734,769713,23391,1924.28,200,2124.28
VID1735,3384452,335357,8461.13,500,8961.13
VID1736,2666841,18276,6667.1,100,6767.1
VID1737,458155,33630,1145.39,200,1345.39
VID1738,2280739,91365,5701.85,500,6201.85
VID1739,1424021,71073,3560.05,500,4060.05
VID1740,1019567,34305,2548.92,200,2748.92
VID1741,2909733,172226,7274.33,500,7774.33
VID1742,681390,2073,1703.47,0,1703.47
VID1743,2931064,194867,7327.66,500,7827.66
VID1744,3680763,172254,9201.91,500,9701.91
VID1745,2636135,168986,6590.34,500,7090.34
VID1746,2546036,78921,6365.09,500,6865.09
VID1747,2968748,259027,7421.87,500,7921.87
VID1748,2251942,155271,5629.85,500,6129.85
VID1749,887999,77947,2220.0,500,2720.0
VID1750,1440384,51095,3600.96,500,4100.96
VID1751,4633244,179498,11583.11,500,12083.11
VID1752,4210722,119169,10526.81,500,11026.81
VID1753,2206118,109804,5515.3,500,6015.3
VID1754,2491070,55481,6227.68,500,6727.68
VID1755,4933679,252553,12334.2,500,12834.2
VID1756,3724643,288590,9311.61,500,9811.61
VID1757,4043882,94437,10109.7,500,10609.7
VID1758,1803092,141059,4507.73,500,5007.73
VID1759,2314380,230857,5785.95,500,6285.95
VID1760,2203120,196958,5507.8,500,6007.8
VID1761,2630123,8091,6575.31,0,6575.31
VID1762,4863392,11123,12158.48,100,12258.48
VID1763,3771778,152912,9429.44,500,9929.44
VID1764,1375132,53156,3437.83,500,3937.83
VID1765,3241944,308717,8104.86,500,8604.86
